"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4109463";"";"None";"422.48";"0";"2.61";"BDBM221130";"CN1C(=O)CN(C(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)[C@@H]1C(C)(C)C";"EC50";"'='";"36.9";"nM";"7.43";"";"386904";"UO_0000065";"";"";"";"";"0";"CHEMBL3888278";"cAMP Assay: CHO cells expressing human CB1 or CB2 receptors are seeded 17-24 hours prior to the experiment 50.000 cells per well in a black 96 well plate with flat clear bottom (Corning Costar #3904) in DMEM (Invitrogen No. 31331), 1×HT supplement, with 10% fetal calf serum and incubated at 5% CO2 and 37 °C. in a humidified incubator. The growth medium was exchanged with Krebs Ringer Bicarbonate buffer with 1 mM IBMX and incubated at 30 °C. for 30 min. Compounds were added to a final assay volume of 100 μl and incubated for 30 min at 30 °C. Using the cAMP-Nano-TRF detection kit the assay (Roche Diagnostics) was stopped by the addition of 50 μl lysis reagent (Tris, NaCl, 1.5% Triton X100, 2.5% NP40, 10% NaN3) and 50 μl detection solutions (20 μM mAb Alexa700-cAMP 1:1, and 48 μM Ruthenium-2-AHA-cAMP) and shaken for 2 h at room temperature. The time-resolved energy transfer is measured by a TRF reader (Evotec Technologies GmbH), equipped with a ND:YAG laser as excitation source. The plate is measured twice with the excitation at 355 nm and at the emission with a delay of 100 ns and a gate of 100 ns, total exposure time 10 s at 730 (bandwidth 30 nm) or 645 nm (bandwidth 75 nm), respectively. The FRET signal is calculated as follows: FRET=T730-Alexa730-P(T645-B645) with P=Ru730-B730/Ru645-B645, where T730 is the test well measured at 730 nM, T645 is the test well measured at 645 nm, B730 and B645 are the buffer controls at 730 nm and 645 nm, respectively. cAMP content is determined from the function of a standard curve spanning from 10 μM to 0.13 nM cAMP.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886637";"37";"BindingDB Patent Bioactivity Data";"";"2016";"CHEMBL3308072";"";"";"";"36.9"
"CHEMBL2205588";"";"None";"440.44";"0";"3.56";"3o";"COC1CN(C(=O)c2c(NC(=O)c3ccccc3C(F)(F)F)sc3c2CCOC3)C1";"EC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213232";"Agonist activity at human CB2 receptor after 4 hrs by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"15.0"
"CHEMBL2205601";"";"None";"406.89";"0";"3.20";"2d";"O=C(Nc1sc2c(c1C(=O)N1CCOCC1)CCOC2)c1cccc(Cl)c1";"EC50";"'='";"1421.0";"nM";"5.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213232";"Agonist activity at human CB2 receptor after 4 hrs by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"1421.0"
"CHEMBL2151370";"";"None";"361.49";"0";"4.61";"9c";"O=C(NC1CCCCC1)N1CC(Cc2ccccc2)C(c2ccccc2)=N1";"EC50";"'='";"297.0";"nM";"6.53";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2154449";"Agonist activity at human CB2 receptor expressed in CHO cell membranes after 1 hr by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150847";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3308072";"";"";"";"297.0"
"CHEMBL2160218";"";"None";"581.76";"2";"9.95";"9";"CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2ccc3ccccc3c2)cc1)Cc1ccccc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2162732";"Displacement of [3H]CP-55940 from human recombinant CB2 receptor expressed in HEK293 cells after 90 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2157903";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL2204909";"";"None";"374.89";"0";"4.28";"5b";"O=C(Nc1sc2c(c1C(=O)NCC1CC1)CCC2)c1ccccc1Cl";"EC50";"'='";"106.0";"nM";"6.97";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213232";"Agonist activity at human CB2 receptor after 4 hrs by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"106.0"
"CHEMBL2204907";"";"None";"411.52";"0";"3.53";"4o";"O=C(CN1CCCC1)Nc1sc2c(c1C(=O)N1CCC(F)(F)CC1)CCCC2";"EC50";"'='";"209.0";"nM";"6.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213232";"Agonist activity at human CB2 receptor after 4 hrs by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"209.0"
"CHEMBL2205595";"";"None";"490.45";"0";"4.84";"3v";"O=C(Nc1sc2c(c1C(=O)N1CCC(F)(F)CC1)CCOC2)c1ccccc1OC(F)(F)F";"EC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2213232";"Agonist activity at human CB2 receptor after 4 hrs by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203203";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"3.3"
"CHEMBL3605048";"";"None";"387.26";"1";"5.91";"49";"COc1cc(C(=O)c2ccc(C)cc2)cc(O)c1-c1cc(Cl)cc(Cl)c1";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3606866";"Inverse agonist activity at CB2 receptor (unknown origin) expressed in HEK cells assessed as increase in cAMP production measured at 50 mins by ACTOne dye-based fluorescence assay in presence of forskolin and Ro 20-1724";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3603733";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307715";"";"";"";"5000.0"
"CHEMBL3400937";"";"None";"418.44";"0";"4.18";"1";"CC(C)(C)c1cc(NC(=O)C(C)(C)S(=O)(=O)c2ccc(C(F)(F)F)cc2)no1";"EC50";"'='";"0.77";"nM";"9.11";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3406632";"Inhibition of human CB2 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399936";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3308072";"";"";"";"0.77"
"CHEMBL2022698";"";"None";"342.41";"0";"3.49";"1";"O=C(NC1CCCCCC1)c1cccn(Cc2ccc(F)cc2)c1=O";"EC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3119420";"Agonist activity at human CB2 receptor expressed in CHO membranes by [35S]GTPgammaS binding assay";"F";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112511";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"8.2"
"CHEMBL4532136";"";"None";"514.42";"1";"3.63";"19";"Cc1c(CCN2CCOCC2)c2cc(Br)ccc2n1CC(=O)NCc1ccc2c(c1)OCO2";"EC50";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";"Not active";""
"CHEMBL4559321";"";"None";"403.95";"0";"3.49";"21";"Cc1c(CCN2CCOCC2)c2cc(Cl)ccc2n1CC(=O)N1CCCCC1";"EC50";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";"Not active";""
"CHEMBL4532823";"";"None";"295.39";"0";"3.26";"33";"O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2cnccc2[nH]1";"EC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4374869";"Agonist activity at human CB2-receptor expressed in CHO-K1 cells coexpressing G-alpha16 by Fluo-4-AM dye based calcium mobilization assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373687";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3307512";"";"";"";"2.0"
"CHEMBL4521036";"";"None";"295.39";"0";"3.26";"34";"O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2cccnc2[nH]1";"EC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4374869";"Agonist activity at human CB2-receptor expressed in CHO-K1 cells coexpressing G-alpha16 by Fluo-4-AM dye based calcium mobilization assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373687";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3307512";"";"";"";"0.29"
"CHEMBL4574124";"";"None";"399.54";"0";"2.85";"20";"COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2CC(=O)N1CCCCC1";"EC50";"'='";"41900.0";"nM";"4.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";"";"41.9"
"CHEMBL4457271";"";"None";"413.56";"0";"3.28";"36";"COc1ccc2c(c1)c(CC(=O)NC1CCCCC1)c(C)n2CCN1CCOCC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";"";"100.0"
"CHEMBL4452968";"";"None";"417.98";"0";"3.93";"37";"Cc1c(CC(=O)NC2CCCCC2)c2cc(Cl)ccc2n1CCN1CCOCC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";"";"100.0"
"CHEMBL4568371";"";"None";"375.90";"0";"2.76";"43";"Cc1c(CC(=O)NC2CC2)c2cc(Cl)ccc2n1CCN1CCOCC1";"EC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";"";"1.2"
"CHEMBL3781953";"";"None";"452.58";"0";"3.71";"20b";"COc1ccc2c(c1)OC(C)(C)c1cn(CCN3CCN(C(=O)c4cccs4)CC3)nc1-2";"EC50";"'='";"391.5";"nM";"6.41";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3783898";"Agonist activity at human CB2 receptor expressed in CHO cells after 30 mins by [35S]-GTPgammaS binding assay relative to control";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3779839";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";"";"";"";"391.5"
"CHEMBL5784837";"";"None";"677.61";"2";"6.85";"BDBM143620";"O=C(O)COc1ccc(S(=O)(=O)N2CCC(Nc3ncnc4ccc(C(c5ccc(Cl)cc5)c5ccc(Cl)cc5)cc34)CC2)cc1";"EC50";"'='";"3432.0";"nM";"5.46";"";"465705";"UO_0000065";"8.06";"0.16";"-1.39";"4.49";"0";"CHEMBL5730574";"cAMP Assay: The following mixtures and buffer solutions were prepared: (a) Buffer 1: HBSS (Mediatech Cat#21-023-CV) with 5 mM HEPES (1 mM stock, Gibco BRL Cat#15630-056) and 0.1% BSA (7.5% stock, Invitrogen Cat#15260-037); (b) Buffer 2: 0.5 mM IBMX (200 mM stock in DMSO, Sigma 15879) in Buffer 1; (c) 1 uM cAMP Standard (50 uM stock, Perkin Elmer Cat#AD0262) diluted in Buffer 2 and serially diluted in Buffer 2, 12 doses @1/2 dilutions resulting in a dose range of 1 uM to 0.5 nM; (d) d2 labelled cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 6 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); (e) anti-cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 5 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); and (f) Forskolin (Sigma Cat#F6886, 10 mM in DMSO) diluted first in DMSO to 1 mM and then to 1.5 uM in Buffer 2. A FLEXDROP (Perkin Elmer) was cleaned with ethanol then water, and primed with Buffer 2. A 384 well V bottom polypropylene plate containing d2 labelled cAMP and a second 384 well V bottom polypropylene plate containing anti-cAMP was prepared (50 ul per well). Media as 'dumped~ from the cell plate and 30 uL Buffer 1 was added to each well using a Multidrop. The content of the cell plate was again 'dumped' and 10 uL Buffer 2 was added to each well using a Flexdrop. 12.5 nL test compound dilutions or control compound dilutions (10 mM to 0.5 uM) were added to the cell plate using an ECHO 555 (Labcyte). The cell plate was mixed (Speed 6, Lab-Line Instruments Titer Plate Shaker) and centrifugated (1000 RPMs, 1 min). Using the Flexdrop, 2 ul additions were made into the cell plate: Buffer 2 was added to Column 24; and, 1.5 uM Forskolin was added to columns 1 through 23. Final volume of the cell plate was 12 ul with 250 nM Forskolin in all wells except column 12, and serial dilutions of test compound or control ranging from 10 uM to 0.5 nM. The cell plate was again mixed (speed 6) and centrifugated (1000 RPMs, 1 min). The cell plate was incubated for 30 minutes at room temperature (~27° C.). The contents of row P were removed and the cAMP standard dilutions were added in duplicate to Row P (P1-12 and P13-24). After incubation, 6 uL d2 labelled cAMP and 6 uL of Anti-cAMP were added to all wells of the cell plate using a BioMek FX (Beckman Coulter). The cell plate was again mixed (speed 6) and centrifugated (1000 RPMs, 1 min) and was incubated for 60 minutes in the dark at room Temp (~27° C.). After this final incubation, the cell plate was read in HTRF mode (fluorescence at 665 nm and 620 nm) on an Envision plate Reader (Perkin Elmer). The Envision reader outputs a ratio of channel 1/channel 2 fluorescenceÃ¿10,000 (Normalized signal (NS)). Amount of cAMP in nM was calculated for each well (based on NS) from a cAMP standard curve located on each plate (at P1-12 and P13-24).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725327";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"3432.0"
"CHEMBL5810277";"";"None";"583.52";"2";"7.50";"BDBM143611";"O=C(O)c1ccc(CN2CCC(Nc3ncnc4ccc(C(c5ccc(Cl)cc5)c5ccc(Cl)cc5)cc34)C2)cc1";"EC50";"'='";"8700.0";"nM";"5.06";"";"465727";"UO_0000065";"8.67";"0.17";"-2.44";"6.46";"0";"CHEMBL5730574";"cAMP Assay: The following mixtures and buffer solutions were prepared: (a) Buffer 1: HBSS (Mediatech Cat#21-023-CV) with 5 mM HEPES (1 mM stock, Gibco BRL Cat#15630-056) and 0.1% BSA (7.5% stock, Invitrogen Cat#15260-037); (b) Buffer 2: 0.5 mM IBMX (200 mM stock in DMSO, Sigma 15879) in Buffer 1; (c) 1 uM cAMP Standard (50 uM stock, Perkin Elmer Cat#AD0262) diluted in Buffer 2 and serially diluted in Buffer 2, 12 doses @1/2 dilutions resulting in a dose range of 1 uM to 0.5 nM; (d) d2 labelled cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 6 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); (e) anti-cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 5 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); and (f) Forskolin (Sigma Cat#F6886, 10 mM in DMSO) diluted first in DMSO to 1 mM and then to 1.5 uM in Buffer 2. A FLEXDROP (Perkin Elmer) was cleaned with ethanol then water, and primed with Buffer 2. A 384 well V bottom polypropylene plate containing d2 labelled cAMP and a second 384 well V bottom polypropylene plate containing anti-cAMP was prepared (50 ul per well). Media as 'dumped~ from the cell plate and 30 uL Buffer 1 was added to each well using a Multidrop. The content of the cell plate was again 'dumped' and 10 uL Buffer 2 was added to each well using a Flexdrop. 12.5 nL test compound dilutions or control compound dilutions (10 mM to 0.5 uM) were added to the cell plate using an ECHO 555 (Labcyte). The cell plate was mixed (Speed 6, Lab-Line Instruments Titer Plate Shaker) and centrifugated (1000 RPMs, 1 min). Using the Flexdrop, 2 ul additions were made into the cell plate: Buffer 2 was added to Column 24; and, 1.5 uM Forskolin was added to columns 1 through 23. Final volume of the cell plate was 12 ul with 250 nM Forskolin in all wells except column 12, and serial dilutions of test compound or control ranging from 10 uM to 0.5 nM. The cell plate was again mixed (speed 6) and centrifugated (1000 RPMs, 1 min). The cell plate was incubated for 30 minutes at room temperature (~27° C.). The contents of row P were removed and the cAMP standard dilutions were added in duplicate to Row P (P1-12 and P13-24). After incubation, 6 uL d2 labelled cAMP and 6 uL of Anti-cAMP were added to all wells of the cell plate using a BioMek FX (Beckman Coulter). The cell plate was again mixed (speed 6) and centrifugated (1000 RPMs, 1 min) and was incubated for 60 minutes in the dark at room Temp (~27° C.). After this final incubation, the cell plate was read in HTRF mode (fluorescence at 665 nm and 620 nm) on an Envision plate Reader (Perkin Elmer). The Envision reader outputs a ratio of channel 1/channel 2 fluorescenceÃ¿10,000 (Normalized signal (NS)). Amount of cAMP in nM was calculated for each well (based on NS) from a cAMP standard curve located on each plate (at P1-12 and P13-24).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725327";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"8700.0"
"CHEMBL6050086";"";"None";"597.55";"2";"7.89";"BDBM143626";"O=C(O)c1ccccc1CN1CCC(Nc2ncnc3ccc(C(c4ccc(Cl)cc4)c4ccc(Cl)cc4)cc23)CC1";"EC50";"'='";"4714.0";"nM";"5.33";"";"465741";"UO_0000065";"8.91";"0.17";"-2.56";"6.80";"0";"CHEMBL5730574";"cAMP Assay: The following mixtures and buffer solutions were prepared: (a) Buffer 1: HBSS (Mediatech Cat#21-023-CV) with 5 mM HEPES (1 mM stock, Gibco BRL Cat#15630-056) and 0.1% BSA (7.5% stock, Invitrogen Cat#15260-037); (b) Buffer 2: 0.5 mM IBMX (200 mM stock in DMSO, Sigma 15879) in Buffer 1; (c) 1 uM cAMP Standard (50 uM stock, Perkin Elmer Cat#AD0262) diluted in Buffer 2 and serially diluted in Buffer 2, 12 doses @1/2 dilutions resulting in a dose range of 1 uM to 0.5 nM; (d) d2 labelled cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 6 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); (e) anti-cAMP (CisBio HTRF Detection Kit Cat #62AM4PEB reconstituted with 5 ml dH2O) diluted 1/20 with lysis buffer (CisBio HTRF Detection Kit Cat #62AM4PEB); and (f) Forskolin (Sigma Cat#F6886, 10 mM in DMSO) diluted first in DMSO to 1 mM and then to 1.5 uM in Buffer 2. A FLEXDROP (Perkin Elmer) was cleaned with ethanol then water, and primed with Buffer 2. A 384 well V bottom polypropylene plate containing d2 labelled cAMP and a second 384 well V bottom polypropylene plate containing anti-cAMP was prepared (50 ul per well). Media as 'dumped~ from the cell plate and 30 uL Buffer 1 was added to each well using a Multidrop. The content of the cell plate was again 'dumped' and 10 uL Buffer 2 was added to each well using a Flexdrop. 12.5 nL test compound dilutions or control compound dilutions (10 mM to 0.5 uM) were added to the cell plate using an ECHO 555 (Labcyte). The cell plate was mixed (Speed 6, Lab-Line Instruments Titer Plate Shaker) and centrifugated (1000 RPMs, 1 min). Using the Flexdrop, 2 ul additions were made into the cell plate: Buffer 2 was added to Column 24; and, 1.5 uM Forskolin was added to columns 1 through 23. Final volume of the cell plate was 12 ul with 250 nM Forskolin in all wells except column 12, and serial dilutions of test compound or control ranging from 10 uM to 0.5 nM. The cell plate was again mixed (speed 6) and centrifugated (1000 RPMs, 1 min). The cell plate was incubated for 30 minutes at room temperature (~27° C.). The contents of row P were removed and the cAMP standard dilutions were added in duplicate to Row P (P1-12 and P13-24). After incubation, 6 uL d2 labelled cAMP and 6 uL of Anti-cAMP were added to all wells of the cell plate using a BioMek FX (Beckman Coulter). The cell plate was again mixed (speed 6) and centrifugated (1000 RPMs, 1 min) and was incubated for 60 minutes in the dark at room Temp (~27° C.). After this final incubation, the cell plate was read in HTRF mode (fluorescence at 665 nm and 620 nm) on an Envision plate Reader (Perkin Elmer). The Envision reader outputs a ratio of channel 1/channel 2 fluorescenceÃ¿10,000 (Normalized signal (NS)). Amount of cAMP in nM was calculated for each well (based on NS) from a cAMP standard curve located on each plate (at P1-12 and P13-24).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725327";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"4714.0"
